YEAR,COUNTRY,LOCATION,LATITUDE,LONGITUDE,WAVE_HEIGHT,FATALITIES,DAMAGE_USD_MILLIONS
2005,INDONESIA,"HUMANGA BEACH, NIAS",1.48433,97.34718,2.0,,
2005,INDONESIA,"HUMANGA BEACH, NIAS",1.48436,97.34708,1.8,,
2005,INDONESIA,PULAU ASU,0.90544,97.26982,3.4,,
2005,INDONESIA,PULAU SARANGBUANG,1.70486,97.44499,0.5,,
2005,INDONESIA,PULAU SARANGBUANG,1.70533,97.44478,0.9,,
2005,INDONESIA,"PULAU BANGKARU, BANYAK ISLANDS",2.09046,97.09753,3.5,,
2005,INDONESIA,"PULAU BANGKARU, BANYAK ISLANDS",2.09046,97.09753,3.05,,
2005,INDONESIA,BANYAK ISLAND,2.10597,97.27027,2.6,,
2005,INDONESIA,"PULAU TUANGKU, BANYAK ISLANDS",2.06118,97.33074,1.3,,
2005,INDONESIA,"PADANG, SUMATRA",-0.95,100.3667,0.4,,
2005,CANADA,"BAMFIELD, BRITISH COLUMBIA",48.837,-125.137,0.01,,
2005,CANADA,"TOFINO, BRITISH COLUMBIA",49.153,-125.913,0.02,,
2005,USA,"NORTH SPIT, HUMBOLDT BAY, CA",40.767,-124.217,0.02,,
2005,USA,"ARENA COVE, CA",38.914,-123.711,0.03,,
2005,USA,"CRESCENT CITY, CA",41.7456,-124.184,0.1,,
2005,JAPAN,NORTHERN JAPAN,38.45,141.6,0.05,,
2005,USA,"NEAH BAY, WA",48.367,-124.612,0.07,,
2005,USA,"PORT ANGELES, WA",48.125,-123.44,0.06,,
2005,USA,"TACOMA, WA",47.27,-122.433,0.06,,
2005,USA,"FRIDAY HARBOR, WA",48.547,-123.007,0.04,,
2005,USA,"PORT TOWNSEND, WA",48.101,-122.758,0.06,,
2005,CANADA,"BELLA BELLA, BRITISH COLUMBIA",52.163,-128.143,0.04,,
2005,CANADA,"PORT HARDY, BRITISH COLUMBIA",50.722,-127.488,0.04,,
2005,CANADA,"WINTER HARBOR, BRITISH COLUMBIA",50.513,-128.028,0.05,,
2005,CANADA,"TOFINO, BRITISH COLUMBIA",49.153,-125.913,0.08,,
2005,CANADA,"BAMFIELD, BRITISH COLUMBIA",48.837,-125.137,0.07,,
2005,CANADA,"VICTORIA, BRITISH COLUMBIA",48.425,-123.372,0.07,,
2005,CANADA,VANCOUVER,49.28,-123.12,0.03,,
2005,CANADA,"PATRICIA BAY, BRITISH COLUMBIA",48.4,-123.4,0.03,,
2006,USA,"F.D. ROOSEVELT LAKE, WA",47.95,-118.97,9.0,,
2006,INDONESIA,BURU ISLAND,-3.3,127.1,3.5,4.0,
2006,CANADA,"BAMFIELD, BRITISH COLUMBIA",48.837,-125.137,0.03,,
2006,CANADA,"VICTORIA, BRITISH COLUMBIA",48.425,-123.372,0.05,,
2006,USA,"LA PUSH, WA",47.909,-124.637,0.06,,
2006,USA TERRITORY,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,0.27,,
2006,NIUE,NIUE,-19.053,-169.921,0.21,,
2006,TONGA,NUKUALOFA (NUKU'ALOFA),-21.138,-175.1815,0.21,,
2006,SAMOA,"APIA, UPOLU ISLAND",-13.8268,-171.7613,0.04,,
2006,USA,"NAWILIWILI, KAUAI, HI",21.927,-159.36,0.14,,
2006,USA,"HILO, HAWAII, HI",19.7303,-155.0553,0.09,,
2006,USA,"HONOLULU, OAHU, HI",21.3067,-157.867,0.14,,
2006,USA,"KAHULUI, MAUI, HI",20.895,-156.477,0.25,,
2006,USA,"KAWAIHAE, HAWAII, HI",20.0366,-155.829,0.09,,
2006,JAPAN,HANASAKI,43.2781,145.5678,0.08,,
2006,COOK ISLANDS,RAROTONGA,-21.2,-159.783,0.07,,
2006,FIJI,"SUVA, KING'S WHARF",-18.133,178.427,0.04,,
2006,FRENCH POLYNESIA,"PAPEETE, TAHITI",-17.5331,-149.5726,0.12,,
2006,VANUATU,"PORT VILA, EFATE ISLAND",-17.7553,168.3077,0.23,,
2006,NEW CALEDONIA,NOUMEA,-22.3,166.433333,0.24,,
2006,NEW ZEALAND,JACKSON BAY,-43.975,168.616,0.08,,
2006,USA,"POINT ARENA, CA",38.95,-123.73,0.08,,
2006,USA,"POINT REYES, CA",37.997,-122.975,0.13,,
2006,USA,"SANTA BARBARA, CA",34.4803,-119.69,0.18,,
2006,USA,"LA JOLLA, CA",32.867,-117.257,0.04,,
2006,USA,"LOS ANGELES, CA",33.719,-118.272,0.08,,
2006,USA,"SANTA MONICA, CA",34.008,-118.5,0.1,,
2006,USA,"CRESCENT CITY, CA",41.7456,-124.184,0.27,,
2006,USA,"PORT ORFORD, OR",42.737,-124.497,0.06,,
2006,USA,"KING COVE, AK",55.062,-162.31,0.07,,
2006,USA,"ALAMEDA, CA",37.79,-122.27,0.04,,
2006,CANADA,"PORT HARDY, BRITISH COLUMBIA",50.722,-127.488,0.02,,
2006,CANADA,"BELLA BELLA, BRITISH COLUMBIA",52.163,-128.143,0.03,,
2006,USA,"SAN FRANCISCO, CA",37.807,-122.465,0.05,,
2006,USA,"CHARLESTON, OR",43.352,-124.192,0.04,,
2006,USA,"SAND POINT, AK",55.337,-160.502,0.05,,
2006,CANADA,"WINTER HARBOR, BRITISH COLUMBIA",50.513,-128.028,0.05,,
2006,CANADA,"TOFINO, BRITISH COLUMBIA",49.153,-125.913,0.03,,
2006,USA,"PORT ANGELES, WA",48.125,-123.44,0.04,,
2006,GUADELOUPE (FRENCH TERRITORY),"DESHAIES, BASSE-TERRE ISLAND",16.317,-61.783,1.0,,
2006,INDONESIA,CIPATUJAH,-7.74433,108.00872,2.95,,
2006,INDONESIA,PAMEUNGPEUK,-7.66885,107.69598,3.88,,
2006,INDONESIA,PAMEUNGPEUK,-7.66398,107.6893,1.12,,
2006,INDONESIA,PAMEUNGPEUK,-7.66315,107.6884,0.6,,
2006,INDONESIA,PAMEUNGPEUK,-7.6635,107.68922,0.0,,
2006,INDONESIA,CICARAS,-7.59997,107.63625,2.1,,
2006,INDONESIA,SUWUK,-7.75646,109.4711,0.39,,
2006,INDONESIA,SUWUK,-7.75682,109.47054,0.43,,
2006,INDONESIA,SUWUK,-7.7577,109.47034,0.8,,
2006,INDONESIA,SUWUK,-7.75633,109.47111,0.03,,
2006,INDONESIA,AYAH,-7.72356,109.39491,1.98,,
2006,INDONESIA,AYAH,-7.72368,109.39465,1.9,,
2006,INDONESIA,BATU HIU,-7.69052,108.5355,0.26,,
2006,INDONESIA,BATU HIU,-7.69183,108.53535,3.01,,
2006,INDONESIA,"BENOA, BALI ISLAND",-8.745,115.21,0.12,,
2006,INDONESIA,"SABANG, SUMATRA",5.826,95.347,0.06,,
2006,AUSTRALIA,BROOME,-18.0,122.2166,0.02,,
2006,AUSTRALIA,HILLARYS HARBOUR,-31.817,115.733,0.14,,
2006,AUSTRALIA,ESPERANCE,-33.870889,121.895361,0.1,,
2006,MALDIVES,"HANIMAADHOO, HAA DHAALU",6.767,73.167,0.11,,
2006,MAURITIUS,"RODRIGUES ISLAND, PORT MATHURIN",-19.683,63.417,0.37,,
2006,INDONESIA,SAMAS,-8.00531,110.26632,2.27,,
2006,INDONESIA,PANDANSARI,-8.0006,110.25356,2.51,,
2006,INDONESIA,SADENG PORT,-8.1902,110.79937,1.77,,
2006,INDONESIA,TAMPERAN,-8.226,111.07466,1.61,,
2006,INDONESIA,TAMPERAN,-8.22493,111.07457,1.91,,
2006,INDONESIA,TULUNGAGUNG,-8.26222,111.80349,2.34,,
2006,INDONESIA,BLITAR,-8.31625,112.14462,1.66,,
2006,INDONESIA,MALANG,-8.43199,112.68455,1.49,,
2006,INDONESIA,"WIDARAPAYUNG, CILACAP",-7.69597,109.26426,4.26,69.0,
2006,INDONESIA,BUNTON,-7.68749,109.14144,1.27,,
2006,INDONESIA,BUNTON,-7.68782,109.14268,1.53,,
2006,INDONESIA,BUNTON,-7.68655,109.14356,1.85,,
2006,INDONESIA,AYAH,-7.72431,109.3941,1.87,,
2006,INDONESIA,BATU HIU,-7.69848,108.5164,6.56,,
2006,INDONESIA,TIMIN,-7.70177,108.5116,2.93,,
2006,INDONESIA,KARANG,-7.71097,108.50163,4.78,,
2006,INDONESIA,BATU KARAS,-7.74748,108.4954,1.06,,
2006,INDONESIA,BATU KARAS,-7.74768,108.49652,1.91,,
2006,INDONESIA,BATU KARAS,-7.7486,108.49807,3.12,,
2006,INDONESIA,CIRAPANTI,-7.81648,108.40668,5.92,,
2006,INDONESIA,BULAK BENDA,-7.8022,108.47643,3.52,,
2006,INDONESIA,BULAK BENDA,-7.8028,108.47497,2.92,,
2006,INDONESIA,BULAK BENDA,-7.80468,108.47652,7.77,,
2006,INDONESIA,BULAK BENDA,-7.79392,108.48392,2.07,,
2006,INDONESIA,BULAK BENDA,-7.79478,108.48563,3.97,,
2006,INDONESIA,BULAK BENDA,-7.79512,108.48518,4.22,,
2006,INDONESIA,SINGKIL,-7.81297,108.33227,5.48,,
2006,INDONESIA,SINGKIL,-7.81357,108.33227,5.78,,
2006,INDONESIA,SINGKIL,-7.8137,108.33238,6.18,,
2006,INDONESIA,SINGKIL,-7.81412,108.33237,5.78,,
2006,INDONESIA,SUKAMENAK,-7.81168,108.31642,6.26,,
2006,INDONESIA,CIPATUJAH,-7.74818,108.01393,4.85,,
2006,INDONESIA,CILACAP,-7.75033,109.01564,2.36,,
2006,INDONESIA,CILACAP,-7.74855,109.01971,2.26,,
2006,INDONESIA,CILACAP,-7.71445,109.03283,2.57,,
2006,INDONESIA,CILACAP,-7.68948,109.08001,3.97,,
2006,INDONESIA,CILACAP,-7.6871,109.07911,3.87,,
2006,INDONESIA,ADIPALA,-7.68589,109.14365,3.26,,
2006,INDONESIA,BINANGUN,-7.69722,109.25789,6.73,,
2006,INDONESIA,BINANGUN,-7.69722,109.25789,6.43,,
2006,INDONESIA,BINANGUN,-7.6968,109.25801,6.83,,
2006,INDONESIA,TELUK PARIGI,-7.70709,108.65236,3.64,,
2006,INDONESIA,TELUK CITANDUI,-7.70227,108.65826,5.45,,
2006,INDONESIA,TELUK CITANDUI,-7.70227,108.65826,5.65,,
2006,INDONESIA,TELUK CITANDUI,-7.70227,108.65826,6.35,,
2006,INDONESIA,TELUK CITANDUI,-7.70701,108.66362,2.9,,
2006,INDONESIA,TELUK CITANDUI,-7.67612,108.70329,7.55,,
2006,INDONESIA,TELUK CITANDUI,-7.6762,108.70409,6.45,,
2006,INDONESIA,TELUK CITANDUI,-7.67514,108.70421,4.75,,
2006,INDONESIA,TELUK CITANDUI,-7.67514,108.70421,6.35,,
2006,INDONESIA,TELUK CITANDUI,-7.67514,108.70421,4.95,,
2006,INDONESIA,TELUK CITANDUI,-7.67462,108.70433,5.85,,
2006,INDONESIA,TELUK CITANDUI,-7.67423,108.7044,3.05,,
2006,INDONESIA,TELUK CITANDUI,-7.67392,108.70444,2.55,,
2006,INDONESIA,TELUK CITANDUI,-7.67364,108.70449,1.65,,
2006,INDONESIA,TELUK CITANDUI,-7.68192,108.67688,4.67,,
2006,INDONESIA,TELUK CITANDUI,-7.68192,108.67688,3.17,,
2006,INDONESIA,TELUK CITANDUI,-7.68006,108.67581,2.57,,
2006,INDONESIA,TELUK CITANDUI,-7.69267,108.66273,4.93,,
2006,INDONESIA,TELUK CITANDUI,-7.69652,108.65971,4.72,,
2006,INDONESIA,PANTAI BARAT,-7.69599,108.76251,7.34,,
2006,INDONESIA,PANTAI BARAT,-7.69568,108.76251,7.65,,
2006,INDONESIA,"PANGANDARAN, CIAMIS",-7.6833,108.65,5.0,41.0,
2006,INDONESIA,"BULAPESANTREN, KEBUMEN DISTRICT",-7.7525,109.6881,0.5,,
2006,INDONESIA,TELUK PARIGI,-7.6924,108.65054,3.43,,
2006,INDONESIA,TELUK PARIGI,-7.70011,108.6564,3.07,,
2006,INDONESIA,TELUK PARIGI,-7.70012,108.65661,3.2,,
2006,INDONESIA,TELUK PARIGI,-7.70371,108.65651,4.0,,
2006,INDONESIA,TELUK PARIGI,-7.70383,108.65677,4.0,,
2006,INDONESIA,TELUK PARIGI,-7.70391,108.65703,3.75,,
2006,INDONESIA,TELUK PARIGI,-7.70396,108.65702,3.5,,
2006,INDONESIA,TELUK PARIGI,-7.7015,108.65661,4.09,,
2006,INDONESIA,TELUK PARIGI,-7.6989,108.65554,6.73,,
2006,INDONESIA,TELUK PARIGI,-7.69856,108.65586,4.13,,
2006,INDONESIA,TELUK PARIGI,-7.69287,108.6517,4.37,,
2006,INDONESIA,TELUK PARIGI,-7.69271,108.65178,4.07,,
2006,INDONESIA,TELUK PARIGI,-7.69243,108.65195,3.27,,
2006,INDONESIA,TELUK PARIGI,-7.69209,108.65211,3.17,,
2006,INDONESIA,TELUK PARIGI,-7.69204,108.65215,3.07,,
2006,INDONESIA,TELUK PARIGI,-7.68613,108.63411,6.27,,
2006,INDONESIA,TELUK PARIGI,-7.68532,108.63449,6.37,,
2006,INDONESIA,TELUK PARIGI,-7.68496,108.63476,4.37,,
2006,INDONESIA,TELUK PARIGI,-7.6843,108.63496,3.77,,
2006,INDONESIA,BUNTON,-7.68594,109.14359,1.45,,
2006,INDONESIA,BARON,-8.12831,110.54893,2.31,,
2006,INDONESIA,BARON,-8.1285,110.54839,2.39,,
2006,INDONESIA,KUKUP,-8.13353,110.5548,1.11,,
2006,INDONESIA,KRAKAL,-8.14516,110.59904,3.26,,
2006,INDONESIA,SUNDAK,-8.14676,110.60732,4.01,,
2006,INDONESIA,DRINI,-8.13787,110.57689,4.12,,
2006,INDONESIA,PERMISAN,-7.74246,108.87739,12.1,,
2006,INDONESIA,PERMISAN,-7.7426,108.87707,11.0,,
2006,INDONESIA,PERMISAN,-7.74222,108.87795,17.0,,
2006,INDONESIA,PERMISAN,-7.74212,108.87757,15.3,,
2006,INDONESIA,BINANGUN,-7.69525,109.25816,4.13,,
2006,INDONESIA,PERMISAN,-7.74507,108.88274,10.7,,
2006,INDONESIA,PERMISAN,-7.74495,108.88228,13.3,,
2006,INDONESIA,PERMISAN,-7.74504,108.88213,16.1,,
2006,INDONESIA,PERMISAN,-7.74504,108.88183,14.8,,
2006,INDONESIA,PERMISAN,-7.74496,108.8814,10.7,,
2006,INDONESIA,PERMISAN,-7.74495,108.8813,11.1,,
2006,INDONESIA,PERMISAN,-7.74455,108.88067,10.3,,
2006,INDONESIA,"PANTAI LOGENDING, KEBUMEN DISTRICT",-7.7232,109.3948,1.0,,
2006,INDONESIA,PANTAI BARAT,-7.69118,108.75621,6.05,,
2006,INDONESIA,PANTAI BARAT,-7.69212,108.75314,7.86,,
2006,INDONESIA,PANTAI BARAT,-7.69107,108.75455,6.16,,
2006,INDONESIA,CILACAP,-7.74166,108.99664,1.0,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.6826,108.61287,7.87,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.68002,108.61268,2.16,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.68253,108.60377,7.62,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.68267,108.60457,7.6,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.68155,108.60403,6.32,,
2006,INDONESIA,MUARA LAGOON,-7.68017,108.59952,2.02,,
2006,INDONESIA,MUARA LAGOON,-7.68025,108.60015,4.72,,
2006,INDONESIA,PERMISAN,-7.74025,108.87645,15.1,,
2006,INDONESIA,PERMISAN,-7.74043,108.87625,13.9,,
2006,INDONESIA,PERMISAN,-7.7409,108.87578,14.9,,
2006,INDONESIA,PERMISAN,-7.74188,108.8749,19.8,,
2006,INDONESIA,PERMISAN,-7.74184,108.87489,19.4,,
2006,INDONESIA,PERMISAN,-7.74727,108.88456,18.4,,
2006,INDONESIA,AYAH,-7.71503,109.36961,6.6,,
2006,INDONESIA,KARANGBOLONG,-7.758,109.46678,4.2,,
2006,INDONESIA,AMBAL,-7.80466,109.71989,5.8,,
2006,INDONESIA,PENTANAHAN,-7.7754,109.58221,5.05,,
2006,INDONESIA,PENTANAHAN,-7.77492,109.58233,4.65,,
2006,INDONESIA,PENTANAHAN,-7.7747,109.58234,4.35,,
2006,INDONESIA,KARANGBOTO,-7.76811,109.43613,3.0,,
2006,AUSTRALIA,CHRISTMAS ISLAND,-10.424286,105.67107801,0.41,,
2006,AUSTRALIA,COCOS ISLAND (KEELING),-12.117,96.883,0.06,,
2006,INDONESIA,PERMISAN,-7.74388,108.88096,13.1,,
2006,INDONESIA,PERMISAN,-7.74367,108.88087,15.2,,
2006,INDONESIA,PERMISAN,-7.74362,108.88077,14.7,,
2006,INDONESIA,PERMISAN,-7.7436,108.88068,16.2,,
2006,INDONESIA,PERMISAN,-7.74068,108.8805,20.9,,
2006,INDONESIA,PERMISAN,-7.74149,108.87952,12.8,,
2006,INDONESIA,PERMISAN,-7.74158,108.87935,14.6,,
2006,INDONESIA,PERMISAN,-7.74126,108.87895,20.3,,
2006,INDONESIA,PERMISAN,-7.74126,108.87839,16.0,,
2006,INDONESIA,PERMISAN,-7.74137,108.87829,17.4,,
2006,INDONESIA,PERMISAN,-7.74177,108.87841,15.1,,
2006,INDONESIA,PERMISAN,-7.74214,108.87822,15.9,,
2006,INDONESIA,PERMISAN,-7.74242,108.87817,15.6,,
2006,INDONESIA,KARANGBOTO,-7.76671,109.43837,5.5,,
2006,INDONESIA,KETAWANG,-7.84125,109.86759,4.66,,
2006,INDONESIA,PANTAI JATIMALANG,-7.87941,109.98344,5.99,,
2006,INDONESIA,PANTAI JATIMALANG,-7.87909,109.9836,5.69,,
2006,INDONESIA,PANTAI BUGEL,-7.95166,110.15297,5.24,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.68271,108.61284,3.72,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.68151,108.61296,1.63,,
2006,INDONESIA,"CIKEMBULAN, CIAMIS",-7.6832,108.62401,4.11,52.0,
2006,INDONESIA,MUARA RIVER,-7.67673,108.59217,2.54,,
2006,USA TERRITORY,"PAGO PAGO, AMERICAN SAMOA",-14.2766,-170.689,0.08,,
2006,USA,"KAWAIHAE, HAWAII, HI",20.0366,-155.829,0.1,,
2006,RUSSIA,"RYPONKICKA-253, USHISHIR ISLAND",47.53632,152.83617,11.0,,
2006,CHILE,ARICA,-18.467,-70.333,0.41,,
2006,KIRIBATI,"BETIO, TARAWA",1.367,172.933,0.04,,
2006,"MARSHALL ISLANDS, REP. OF","ULIGA, MAJURO",7.1,171.383,0.08,,
2006,RUSSIA,"SARYCHEVO-125, MATUA ISLAND",48.08323,153.26612,11.8,,
2006,RUSSIA,"SARYCHEVO-129, MATUA ISLAND",48.08123,153.26444,10.6,,
2006,RUSSIA,"SARYCHEVO-133, MATUA ISLAND",48.07906,153.26357,12.5,,
2006,RUSSIA,"SARYCHEVO-136, MATUA ISLAND",48.07707,153.26329,10.7,,
2006,RUSSIA,"SARYCHEVO-69, MATUA ISLAND",48.0751,153.26518,12.6,,
2006,RUSSIA,"SARYCHEVO-73, MATUA ISLAND",48.0734,153.26681,18.1,,
2006,RUSSIA,"SARYCHEVO-79, MATUA ISLAND",48.07098,153.26668,19.0,,
2006,RUSSIA,"SARYCHEVO-83, MATUA ISLAND",48.06911,153.26872,16.8,,
2006,RUSSIA,"SARYCHEVO-86, MATUA ISLAND",48.06642,153.26921,15.7,,
2006,RUSSIA,"SARYCHEVO-142, MATUA ISLAND",48.05172,153.27181,14.3,,
2006,RUSSIA,"SARYCHEVO-145, MATUA ISLAND",48.0531,153.26861,12.2,,
2006,RUSSIA,"SARYCHEVO-147, MATUA ISLAND",48.05498,153.26675,17.0,,
2006,RUSSIA,"SARYCHEVO-149, MATUA ISLAND",48.05728,153.26618,15.3,,
2006,RUSSIA,"SARYCHEVO-152, MATUA ISLAND",48.05941,153.26706,21.9,,
2006,RUSSIA,"SARYCHEVO-154, MATUA ISLAND",48.06177,153.26918,16.7,,
2006,RUSSIA,"SARYCHEVO-157, MATUA ISLAND",48.06401,153.26918,12.1,,
2006,RUSSIA,"SARYCHEVO-170, MATUA ISLAND",48.04985,153.27407,9.9,,
2006,RUSSIA,"SARYCHEVO-167, MATUA ISLAND",48.04854,153.27534,10.4,,
2006,RUSSIA,"SARYCHEVO-166, MATUA ISLAND",48.04751,153.27489,9.6,,
2006,RUSSIA,"SARYCHEVO-165, MATUA ISLAND",48.0466,153.27397,8.6,,
2006,RUSSIA,"SARYCHEVO-164, MATUA ISLAND",48.04504,153.27429,8.6,,
2006,RUSSIA,"SARYCHEVO-162, MATUA ISLAND",48.04349,153.27506,8.1,,
2006,RUSSIA,"SARYCHEVO-161, MATUA ISLAND",48.04193,153.27764,6.1,,
2006,RUSSIA,"SARYCHEVO-160, MATUA ISLAND",48.04124,153.27865,7.3,,
2006,RUSSIA,"SOUTH BAY-216, MATUA ISLAND",48.04199,153.24922,5.7,,
2006,RUSSIA,"SOUTH BAY-222, MATUA ISLAND",48.03976,153.23971,7.3,,
2006,RUSSIA,"SOUTH BAY-224, MATUA ISLAND",48.04023,153.24302,5.7,,
2006,RUSSIA,"SOUTH BAY-228, MATUA ISLAND",48.04127,153.24595,7.1,,
2006,RUSSIA,"SOUTH BAY-148, MATUA ISLAND",48.04234,153.25296,4.9,,
2006,RUSSIA,"SOUTH BAY-149, MATUA ISLAND",48.04244,153.25585,6.4,,
2006,RUSSIA,"SOUTH BAY-150, MATUA ISLAND",48.04267,153.2593,5.7,,
2006,RUSSIA,"SOUTH BAY-151, MATUA ISLAND",48.04202,153.26372,7.9,,
2006,RUSSIA,"SOUTH BAY-152, MATUA ISLAND",48.04034,153.26773,7.8,,
2006,RUSSIA,"SOUTH BAY-153, MATUA ISLAND",48.03749,153.2709,7.8,,
2006,RUSSIA,"RYPONKICKA-285, USHISHIR ISLAND",47.53287,152.82868,10.1,,
2006,RUSSIA,"RYPONKICKA-180, USHISHIR ISLAND",47.54934,152.85081,5.7,,
2006,RUSSIA,"LANDING COVE-507, RASSHUA ISLAND",47.7063,152.96405,9.4,,
2006,RUSSIA,SW COAST-196,47.69963,152.96543,4.2,,
2006,RUSSIA,SW COAST-198,47.69893,152.96575,5.0,,
2006,RUSSIA,"SARYCHEVO-120, MATUA ISLAND",48.08416,153.2674,12.0,,
2006,RUSSIA,"YUZHNI BAY-1b, KETOI ISLAND",47.29868,152.48257,6.9,,
2006,RUSSIA,"YUZHNI BAY-1C, KETOI ISLAND",47.29834,152.48416,6.7,,
2006,RUSSIA,"YUZHNI BAY-2, KETOI ISLAND",47.29807,152.48616,7.4,,
2006,RUSSIA,"YUZHNI BAY-3, KETOI ISLAND",47.2964,152.49141,6.5,,
2006,RUSSIA,"YUZHNI BAY-3B, KETOI ISLAND",47.29979,152.48218,10.6,,
2006,RUSSIA,"YUZHNI BAY-10B, KETOI ISLAND",47.29966,152.47368,6.2,,
2006,RUSSIA,"YUZHNI BAY-13, KETOI ISLAND",47.29774,152.4876,9.2,,
2006,RUSSIA,"YUZHNI BAY-10C, KETOI ISLAND",47.29659,152.49009,6.7,,
2006,RUSSIA,"YUZHNI BAY-59, KETOI ISLAND",47.30047,152.48114,6.8,,
2006,RUSSIA,"YUZHNI BAY-61, KETOI ISLAND",47.30043,152.48006,6.3,,
2006,RUSSIA,"YUZHNI BAY-62, KETOI ISLAND",47.30022,152.47934,6.0,,
2006,RUSSIA,"YUZHNI BAY-64, KETOI ISLAND",47.30033,152.47762,10.4,,
2006,RUSSIA,"YUZHNI BAY-67, KETOI ISLAND",47.30025,152.47754,9.7,,
2006,RUSSIA,"YUZHNI BAY-69, KETOI ISLAND",47.29968,152.4746,7.9,,
2006,RUSSIA,"YUZHNI BAY-71, KETOI ISLAND",47.29966,152.47368,6.2,,
2006,RUSSIA,"YUZHNI BAY-73, KETOI ISLAND",47.2996,152.47238,6.8,,
2006,RUSSIA,"YANKICHA-257, USHISHIR ISLAND",47.52596,152.8262,13.5,,
2006,RUSSIA,"RYPONKICKA-238, USHISHIR ISLAND",47.53181,152.82719,11.7,,
2006,RUSSIA,"RYPONKICKA-245, USHISHIR ISLAND",47.53244,152.82906,11.2,,
2006,USA,"SANTA MONICA, CA",34.008,-118.5,0.15,,
2006,USA,"SAN DIEGO, CA",32.715,-117.174,0.09,,
2006,FRENCH POLYNESIA,"RIKITEA, MANGAREVA ISLAND",-23.1203,-134.969,0.06,,
2006,USA,"LOS ANGELES, CA",33.719,-118.272,0.11,,
2006,CANADA,"VICTORIA, BRITISH COLUMBIA",48.425,-123.372,0.09,,
2006,MEXICO,ENSENADA,31.87,-116.62,0.64,,
2006,FRENCH POLYNESIA,"HIVA OA ISLAND, MARQUESAS ISLANDS",-9.8049,-139.0347,0.33,,
2006,JAPAN,URAKAWA,42.167,142.767,0.59,,
2006,JAPAN,MIYAKO,39.65,141.983,0.29,,
2006,JAPAN,KAMAISHI,39.267,141.883,0.26,,
2006,JAPAN,MIYAKE ISLAND,34.067,139.483,0.7,,
2006,RUSSIA,"RYPONKICKA-255, USHISHIR ISLAND",47.53742,152.84057,7.4,,
2006,RUSSIA,"RYPONKICKA-249, USHISHIR ISLAND",47.53324,152.83098,11.2,,
2006,RUSSIA,"RYPONKICKA-251, USHISHIR ISLAND",47.53508,152.83231,12.0,,
2006,RUSSIA,"DUSHNAYA BAY-1006, SIMUSHIR ISLAND",47.06971,152.18614,10.6,,
2006,RUSSIA,"DUSHNAYA BAY-110, SIMUSHIR ISLAND",47.0696,152.18429,8.8,,
2006,RUSSIA,"DUSHNAYA BAY-11, SIMUSHIR ISLAND",47.06582,152.17981,8.2,,
2006,RUSSIA,"DUSHNAYA BAY-10, SIMUSHIR ISLAND",47.06772,152.1823,9.9,,
2006,RUSSIA,"DUSHNAYA BAY-12, SIMUSHIR ISLAND",47.06393,152.17726,6.9,,
2006,RUSSIA,"DUSHNAYA BAY-2006, SIMUSHIR ISLAND",47.06201,152.17549,6.7,,
2006,RUSSIA,"DUSHNAYA BAY-9, SIMUSHIR ISLAND",47.06094,152.17313,7.3,,
2006,RUSSIA,"DUSHNAYA BAY-8, SIMUSHIR ISLAND",47.05979,152.17162,8.6,,
2006,RUSSIA,"DUSHNAYA BAY-7, SIMUSHIR ISLAND",47.05807,152.16878,6.3,,
2006,RUSSIA,"DUSHNAYA BAY-6, SIMUSHIR ISLAND",47.05628,152.1665,4.4,,
2006,RUSSIA,"DUSHNAYA BAY-5, SIMUSHIR ISLAND",47.05409,152.16471,11.3,,
2006,RUSSIA,"DUSHNAYA BAY-3, SIMUSHIR ISLAND",47.04942,152.16235,7.9,,
2006,RUSSIA,"DUSHNAYA BAY-2, SIMUSHIR ISLAND",47.0453,152.15915,12.4,,
2006,RUSSIA,"DUSHNAYA BAY-1, SIMUSHIR ISLAND",47.04313,152.15841,20.0,,
2006,RUSSIA,"YUZHNI BAY-1A, KETOI ISLAND",47.29924,152.48283,6.5,,
2006,RUSSIA,"AINU BAY-1-2006, MATUA ISLAND",48.04412,153.22497,17.1,,
2006,RUSSIA,"AINU BAY-2-2006, MATUA ISLAND",48.04412,153.2265,18.1,,
2006,RUSSIA,"AINU BAY-145, MATUA ISLAND",48.04786,153.21894,13.6,,
2006,RUSSIA,"DUSHNAYA BAY-109, SIMUSHIR ISLAND",47.07039,152.18792,9.1,,
2006,RUSSIA,"SPASENIYA BAY-36, SIMUSHIR ISLAND",46.8452,151.89542,1.3,,
2006,RUSSIA,"SPASENIYA BAY-37, SIMUSHIR ISLAND",46.83173,151.87659,3.9,,
2006,RUSSIA,"SPASENIYA BAY-39, SIMUSHIR ISLAND",46.83411,151.87962,2.3,,
2006,RUSSIA,"SPASENIYA BAY-78, SIMUSHIR ISLAND",46.85281,151.9075,4.4,,
